,I,co,cn,c-dot,dt
350,0.25,30408.891533306112,30412.37723789798,1.829298731896598,2.0007611428628636
351,0.25,30412.37723789798,30415.862856247142,1.8292534716936675,2.0007611428628636
352,0.25,30415.862856247142,30419.34838905322,1.8292085786631695,2.0007611428628636
353,0.25,30419.34838905322,30422.83383701586,1.8291640528061957,2.0007611428628636
354,0.25,30422.83383701586,30426.319200834714,1.8291198941208364,2.0007611428628636
355,0.25,30426.319200834714,30429.804481209416,1.8290761026106372,2.0007611428628636
356,0.25,30429.804481209416,30433.289678839625,1.8290326782725075,2.0007611428628636
357,0.25,30433.289678839625,30436.77479442496,1.828989621107629,2.0007611428628636
358,0.25,30436.77479442496,30440.259828665094,1.8289469311152742,2.0007611428628636
359,0.25,30440.259828665094,30443.744782259648,1.8289046082960798,2.0007611428628636
360,0.25,30443.744782259648,30447.22965590827,1.8288626526500453,2.0007611428628636
361,0.25,30447.22965590827,30450.71445031061,1.8288210641769893,2.0007611428628636
362,0.25,30450.71445031061,30454.199166166312,1.828779842877821,2.0007611428628636
363,0.25,30454.199166166312,30457.683804175,1.8287389887501764,2.0007611428628636
364,0.25,30457.683804175,30461.16836503635,1.828698501796601,2.0007611428628636
365,0.25,30461.16836503635,30464.652849449965,1.8286583820155498,2.0007611428628636
366,0.25,30464.652849449965,30468.137258115523,1.8286186294082039,2.0007611428628636
367,0.25,30468.137258115523,30471.621591732655,1.8285792439730182,2.0007611428628636
368,0.25,30471.621591732655,30475.105851001,1.8285402257110839,2.0007611428628636
369,0.25,30475.105851001,30478.590036620208,1.8285015746223094,2.0007611428628636
370,0.25,30478.590036620208,30482.074149289918,1.8284632907067864,2.0007611428628636
371,0.25,30482.074149289918,30485.55818970978,1.8284253739639689,2.0007611428628636
372,0.25,30485.55818970978,30489.042158579432,1.8283878243942207,2.0007611428628636
373,0.25,30489.042158579432,30492.52605659851,1.8283506419980873,2.0007611428628636
374,0.25,30492.52605659851,30496.00988446667,1.8283138267733867,2.0007611428628636
375,0.25,30496.00988446667,30499.493642883554,1.8282773787247557,2.0007611428628636
376,0.25,30499.493642883554,30502.977332548802,1.8282412978462845,2.0007611428628636
377,0.25,30502.977332548802,30506.460954162052,1.8282055841410647,2.0007611428628636
378,0.25,30506.460954162052,30509.944508422952,1.828170237610005,2.0007611428628636
379,0.25,30509.944508422952,30513.427996031158,1.8281352582511055,2.0007611428628636
380,0.25,30513.427996031158,30516.911417686286,1.8281006460663662,2.0007611428628636
381,0.25,30516.911417686286,30520.394774088003,1.8280664010536964,2.0007611428628636
382,0.25,30520.394774088003,30523.878065935947,1.828032523214732,2.0007611428628636
383,0.25,30523.878065935947,30527.361293929745,1.8279990125479282,2.0007611428628636
384,0.25,30527.361293929745,30530.84445876907,1.8279658690548295,2.0007611428628636
385,0.25,30530.84445876907,30534.327561153543,1.8279330927338913,2.0007611428628636
386,0.25,30534.327561153543,30537.810601782814,1.8279006835874771,2.0007611428628636
387,0.25,30537.810601782814,30541.293581356527,1.8278686416127683,2.0007611428628636
388,0.25,30541.293581356527,30544.77650057432,1.827836966812129,2.0007611428628636
389,0.25,30544.77650057432,30548.25936013584,1.8278056591830134,2.0007611428628636
390,0.25,30548.25936013584,30551.74216074073,1.8277747187285127,2.0007611428628636
391,0.25,30551.74216074073,30555.224903088638,1.8277441454467176,2.0007611428628636
392,0.25,30555.224903088638,30558.707587879217,1.8277139393381736,2.0007611428628636
393,0.25,30558.707587879217,30562.190215812072,1.827684100400517,2.0007611428628636
394,0.25,30562.190215812072,30565.672787586893,1.8276546286379298,2.0007611428628636
395,0.25,30565.672787586893,30569.15530390329,1.8276255240490482,2.0007611428628636
396,0.25,30569.15530390329,30572.637765460924,1.827596786630418,2.0007611428628636
397,0.25,30572.637765460924,30576.120172959432,1.827568416387493,2.0007611428628636
398,0.25,30576.120172959432,30579.602527098454,1.827540413316456,2.0007611428628636
399,0.25,30579.602527098454,30583.084828577637,1.827512777418306,2.0007611428628636
400,0.25,30583.084828577637,30586.56707809662,1.8274855086942257,2.0007611428628636
401,0.25,30586.56707809662,30590.049276355065,1.8274586071413959,2.0007611428628636
402,0.25,30590.049276355065,30593.53142405259,1.8274320727630906,2.0007611428628636
403,0.25,30593.53142405259,30597.013521888854,1.827405905557036,2.0007611428628636
404,0.25,30597.013521888854,30600.4955705635,1.8273801055245054,2.0007611428628636
405,0.25,30600.4955705635,30603.97757077616,1.8273546726644987,2.0007611428628636
406,0.25,30603.97757077616,30607.45952322649,1.8273296069785614,2.0007611428628636
407,0.25,30607.45952322649,30610.941428614133,1.8273049084653297,2.0007611428628636
408,0.25,30610.941428614133,30614.423287638714,1.8272805771232579,2.0007611428628636
409,0.25,30614.423287638714,30617.9051009999,1.8272566129564376,2.0007611428628636
410,0.25,30617.9051009999,30621.386869397324,1.8272330159615044,2.0007611428628636
411,0.25,30621.386869397324,30624.868593530624,1.8272097861403682,2.0007611428628636
412,0.25,30624.868593530624,30628.35027409945,1.827186923491301,2.0007611428628636
413,0.25,30628.35027409945,30631.831913836668,1.827165495050046,2.0007611428628636
414,0.25,30631.831913836668,30635.31354875358,1.8271629653568642,2.0007611428628636
415,0.25,30635.31354875358,30638.795191787893,1.8271672253634097,2.0007611428628636
416,0.25,30638.795191787893,30642.276842848143,1.8271714373821772,2.0007611428628636
417,0.25,30642.276842848143,30645.758501842905,1.8271756014175309,2.0007611428628636
418,0.25,30645.758501842905,30649.240168680746,1.8271797174664701,2.0007611428628636
419,0.25,30649.240168680746,30652.721843270236,1.8271837855309954,2.0007611428628636
420,0.25,30652.721843270236,30656.203525519923,1.8271878056091064,2.0007611428628636
421,0.25,30656.203525519923,30659.685215338384,1.8271917777013487,2.0007611428628636
422,0.25,30659.685215338384,30663.166912634177,1.8271957018097222,2.0007611428628636
423,0.25,30663.166912634177,30666.64861731587,1.8271995779299544,2.0007611428628636
424,0.25,30666.64861731587,30670.130329292027,1.8272034060678632,2.0007611428628636
425,0.25,30670.130329292027,30673.612048471223,1.8272071862185397,2.0007611428628636
426,0.25,30673.612048471223,30677.093774761997,1.8272109183843475,2.0007611428628636
427,0.25,30677.093774761997,30680.57550807294,1.8272146025641955,2.0007611428628636
428,0.25,30680.57550807294,30684.05724831258,1.8272182387571747,2.0007611428628636
429,0.25,30684.05724831258,30687.53899538953,1.8272218269682856,2.0007611428628636
430,0.25,30687.53899538953,30691.020749212315,1.8272253671908911,2.0007611428628636
431,0.25,30691.020749212315,30694.502509689522,1.8272288594298098,2.0007611428628636
432,0.25,30694.502509689522,30697.98427672971,1.8272323036819507,2.0007611428628636
433,0.25,30697.98427672971,30701.466050241426,1.8272356999490407,2.0007611428628636
434,0.25,30701.466050241426,30704.947830133264,1.8272390482310805,2.0007611428628636
435,0.25,30704.947830133264,30708.429616313766,1.8272423485273426,2.0007611428628636
436,0.25,30708.429616313766,30711.9114086915,1.8272456008381903,2.0007611428628636
437,0.25,30711.9114086915,30715.39320717503,1.8272488051635327,2.0007611428628636
438,0.25,30715.39320717503,30718.87501167293,1.8272519615022795,2.0007611428628636
439,0.25,30718.87501167293,30722.35682209376,1.827255069857521,2.0007611428628636
440,0.25,30722.35682209376,30725.838638346082,1.8272581302268027,2.0007611428628636
441,0.25,30725.838638346082,30729.320460338466,1.8272611426094887,2.0007611428628636
442,0.25,30729.320460338466,30732.802287979463,1.8272641070085787,2.0007611428628636
443,0.25,30732.802287979463,30736.284121177647,1.8272670234200727,2.0007611428628636
444,0.25,30736.284121177647,30739.76595984158,1.8272698918473342,2.0007611428628636
445,0.25,30739.76595984158,30743.247803879825,1.8272727122889088,2.0007611428628636
446,0.25,30743.247803879825,30746.72965320095,1.8272754847449784,2.0007611428628636
447,0.25,30746.72965320095,30750.211507713528,1.8272782092156337,2.0007611428628636
448,0.25,30750.211507713528,30753.693367326112,1.8272808857004204,2.0007611428628636
449,0.25,30753.693367326112,30757.175231947247,1.8272835142001564,2.0007611428628636
450,0.25,30757.175231947247,30760.657101485536,1.827286094714569,2.0007611428628636
451,0.25,30760.657101485536,30764.13897584952,1.827288627243477,2.0007611428628636
452,0.25,30764.13897584952,30767.62085494777,1.8272911117866069,2.0007611428628636
453,0.25,30767.62085494777,30771.10273868885,1.8272935483445953,2.0007611428628636
454,0.25,30771.10273868885,30774.584626981312,1.8272959369162605,2.0007611428628636
455,0.25,30774.584626981312,30778.066519733744,1.8272982775041477,2.0007611428628636
456,0.25,30778.066519733744,30781.548416854705,1.8273005701045302,2.0007611428628636
457,0.25,30781.548416854705,30785.03031825273,1.8273028147214982,2.0007611428628636
458,0.25,30785.03031825273,30788.512223836424,1.8273050113515066,2.0007611428628636
459,0.25,30788.512223836424,30791.99413351431,1.8273071599952828,2.0007611428628636
460,0.25,30791.99413351431,30795.476047195,1.8273092606560082,2.0007611428628636
461,0.25,30795.476047195,30798.95796478702,1.8273113133294103,2.0007611428628636
462,0.25,30798.95796478702,30802.43988619895,1.8273133180187622,2.0007611428628636
463,0.25,30802.43988619895,30805.921811339358,1.8273152747210633,2.0007611428628636
464,0.25,30805.921811339358,30809.403740116795,1.827317183439314,2.0007611428628636
465,0.25,30809.403740116795,30812.885672439832,1.827319044171514,2.0007611428628636
466,0.25,30812.885672439832,30816.367608217035,1.827320856918118,2.0007611428628636
467,0.25,30816.367608217035,30819.849547356967,1.8273226216787626,2.0007611428628636
468,0.25,30819.849547356967,30823.331489768196,1.827324338454811,2.0007611428628636
469,0.25,30823.331489768196,30826.813435359283,1.8273260072444453,2.0007611428628636
470,0.25,30826.813435359283,30830.29538403878,1.8273276280496655,2.0007611428628636
471,0.25,30830.29538403878,30833.777335715276,1.827329200869835,2.0007611428628636
472,0.25,30833.777335715276,30837.259290297323,1.8273307257032265,2.0007611428628636
473,0.25,30837.259290297323,30840.74124769348,1.8273322025507495,2.0007611428628636
474,0.25,30840.74124769348,30844.22320781232,1.8273336314146766,2.0007611428628636
475,0.25,30844.22320781232,30847.705170562396,1.8273350122922805,2.0007611428628636
476,0.25,30847.705170562396,30851.18713585229,1.827336345184106,2.0007611428628636
477,0.25,30851.18713585229,30854.669103590546,1.827337630089609,2.0007611428628636
478,0.25,30854.669103590546,30858.15107368575,1.8273388670113335,2.0007611428628636
479,0.25,30858.15107368575,30861.633046046452,1.8273400559472806,2.0007611428628636
480,0.25,30861.633046046452,30865.115020581223,1.8273411968973587,2.0007611428628636
481,0.25,30865.115020581223,30868.59699719861,1.8273422898604774,2.0007611428628636
482,0.25,30868.59699719861,30872.078975807206,1.8273433348408183,2.0007611428628636
483,0.25,30872.078975807206,30875.56095631555,1.8273443318344722,2.0007611428628636
484,0.25,30875.56095631555,30879.04293863222,1.8273452808434392,2.0007611428628636
485,0.25,30879.04293863222,30882.52492266578,1.8273461818642647,2.0007611428628636
486,0.25,30882.52492266578,30886.00690832479,1.8273470349033125,2.0007611428628636
487,0.25,30886.00690832479,30889.488895517814,1.8273478399543095,2.0007611428628636
488,0.25,30889.488895517814,30892.97088415342,1.8273485970200742,2.0007611428628636
489,0.25,30892.97088415342,30896.452874140166,1.8273493061022432,2.0007611428628636
490,0.25,30896.452874140166,30899.93486538662,1.8273499671970888,2.0007611428628636
491,0.25,30899.93486538662,30903.41685780135,1.8273505803062473,2.0007611428628636
492,0.25,30903.41685780135,30906.898851292917,1.8273511454309916,2.0007611428628636
493,0.25,30906.898851292917,30910.38084576988,1.8273516625707766,2.0007611428628636
494,0.25,30910.38084576988,30913.862841140817,1.8273521317245107,2.0007611428628636
495,0.25,30913.862841140817,30917.344837314282,1.8273525528914671,2.0007611428628636
496,0.25,30917.344837314282,30920.826834198837,1.8273529260739185,2.0007611428628636
497,0.25,30920.826834198837,30924.308831703056,1.8273532512722286,2.0007611428628636
498,0.25,30924.308831703056,30927.790829735502,1.8273535284837605,2.0007611428628636
499,0.25,30927.790829735502,30931.272828204725,1.8273537577087873,2.0007611428628636
500,0.25,30931.272828204725,30934.754827019304,1.8273539389503093,2.0007611428628636
501,0.25,30934.754827019304,30938.236826087807,1.8273540722047807,2.0007611428628636
502,0.25,30938.236826087807,30941.718825318774,1.8273541574752925,2.0007611428628636
503,0.25,30941.718825318774,30945.200824620795,1.8273541947587535,2.0007611428628636
504,0.25,30945.200824620795,30948.68282390242,1.827354184058346,2.0007611428628636
505,0.25,30948.68282390242,30952.164823072235,1.8273541253715242,2.0007611428628636
506,0.25,30952.164823072235,30955.646822038772,1.8273540186986519,2.0007611428628636
507,0.25,30955.646822038772,30959.128820710604,1.827353864041729,2.0007611428628636
508,0.25,30959.128820710604,30962.61081899632,1.8273536613990284,2.0007611428628636
509,0.25,30962.61081899632,30966.092816804463,1.8273534107700955,2.0007611428628636
510,0.25,30966.092816804463,30969.574814043597,1.827353112156112,2.0007611428628636
511,0.25,30969.574814043597,30973.056810622293,1.8273527655557138,2.0007611428628636
512,0.25,30973.056810622293,30976.538806449105,1.8273523709723567,2.0007611428628636
513,0.25,30976.538806449105,30980.02080143262,1.827351928400494,2.0007611428628636
514,0.25,30980.02080143262,30983.502795481367,1.8273514378451268,2.0007611428628636
515,0.25,30983.502795481367,30986.984788503945,1.8273508993043448,2.0007611428628636
516,0.25,30986.984788503945,30990.4667804089,1.8273503127765125,2.0007611428628636
517,0.25,30990.4667804089,30993.948771104806,1.8273496782641752,2.0007611428628636
518,0.25,30993.948771104806,30997.43076050021,1.8273489957676963,2.0007611428628636
519,0.25,30997.43076050021,31000.912748503688,1.8273482652832578,2.0007611428628636
520,0.25,31000.912748503688,31004.394735023816,1.827347486814587,2.0007611428628636
521,0.25,31004.394735023816,31007.876719969136,1.8273466603607746,2.0007611428628636
522,0.25,31007.876719969136,31011.358703248232,1.8273457859211846,2.0007611428628636
523,0.25,31011.358703248232,31014.840684769653,1.8273448634965437,2.0007611428628636
524,0.25,31014.840684769653,31018.322664441966,1.827343893085307,2.0007611428628636
525,0.25,31018.322664441966,31021.80464217375,1.827342874688838,2.0007611428628636
526,0.25,31021.80464217375,31025.286617873546,1.8273418083079551,2.0007611428628636
527,0.25,31025.286617873546,31028.768591449938,1.8273406939408392,2.0007611428628636
528,0.25,31028.768591449938,31032.250562811474,1.8273395315880367,2.0007611428628636
529,0.25,31032.250562811474,31035.732531866735,1.8273383212502747,2.0007611428628636
530,0.25,31035.732531866735,31039.214498524278,1.827337062926735,2.0007611428628636
531,0.25,31039.214498524278,31042.696462692664,1.8273357566178714,2.0007611428628636
532,0.25,31042.696462692664,31046.178424280453,1.8273344023234124,2.0007611428628636
533,0.25,31046.178424280453,31049.660383196227,1.8273330000442662,2.0007611428628636
534,0.25,31049.660383196227,31053.14233934853,1.8273315497784333,2.0007611428628636
535,0.25,31053.14233934853,31056.624292645945,1.8273300515271858,2.0007611428628636
536,0.25,31056.624292645945,31060.10624299703,1.8273285052918882,2.0007611428628636
