R0,R1,C1,k,C,u_per,soc
0.8239122107625008,1.1373158544301987,10.7795048828125,3.035338968038559,0.21339999999999998,0.5786666666666667,0.221
0.8002339862287045,1.1691344901919365,11.4294921875,2.6754552498459816,0.3892,0.3057666666666667,0.272
0.7671112660318613,0.494905561208725,11.286365234375,3.4544065594673157,0.14279999999999998,0.8996666666666666,0.46
0.9317904710769653,0.7233337964862585,11.2385927734375,2.3906301707029343,0.5114,0.14646666666666666,0.821
0.6591754499822855,1.7319737002253532,12.820998046875,3.035937622189522,0.8868,0.6178333333333333,0.381
0.7867302745580673,2.545166201889515,11.8886455078125,2.3941127583384514,0.692,0.017833333333333333,0.294
0.7998384535312653,0.5748804192990065,11.3646904296875,2.5995615869760513,0.49560000000000004,0.3069,0.573
0.562718091532588,28.746870160102844,2.836568603515625,3.3125873655080795,0.8493999999999999,0.7623333333333334,0.226
0.7992061786353588,0.5559379700571299,11.4684482421875,2.6850976049900055,0.7614,0.3995666666666667,0.626
0.4944212269037962,28.778323531150818,1.9865013427734375,3.69432233273983,0.8455999999999999,0.9877,0.203
0.8060039021074772,0.6497475784271955,11.2699072265625,3.025471232831478,0.5128,0.6844333333333333,0.701
0.865036528557539,3.762015327811241,5.40785498046875,2.6778601109981537,0.2586,0.2733333333333333,0.124
0.7992829196155071,0.5342085845768452,11.6907548828125,2.6401296257972717,0.8586,0.34953333333333336,0.588
0.8091489784419537,3.0865881592035294,4.5489462890625,3.562527894973755,0.1016,0.8823000000000001,0.092
0.7642019540071487,3.704727441072464,7.18188818359375,3.2174356281757355,0.35819999999999996,0.6855,0.163
0.7827339693903923,1.126323640346527,11.48823828125,2.7726875618100166,0.4058,0.3924,0.28
1.2110300362110138,0.7606807630509138,11.2092646484375,2.7061522006988525,0.3464,0.49716666666666665,0.964
0.7255310658365488,0.5131872836500406,11.540646484375,3.1744278967380524,0.558,0.7335333333333334,0.487
0.8390005677938461,0.6169901229441166,11.295712890625,2.3672984912991524,0.25880000000000003,0.0551,0.544
0.691871764138341,0.5586107727140188,12.01920703125,3.215499222278595,0.8417999999999999,0.7646333333333334,0.502
0.9202262386679649,0.7398818619549274,11.2203232421875,2.2965293377637863,0.16319999999999998,0.020466666666666668,0.753
0.7892070338129997,0.5994480568915606,11.877390625,2.4372145533561707,0.5332,0.09353333333333333,0.389
0.8796483278274536,0.40068295784294605,11.2697724609375,2.477733977138996,0.0824,0.12566666666666668,0.314
0.596056692302227,1.828104630112648,11.644978515625,3.67155522108078,0.6728,0.9959333333333333,0.314
1.0273311287164688,0.7455612998455763,11.225958984375,2.315852604806423,0.4952,0.07400000000000001,0.89
0.7879183627665043,0.6343046668916941,11.288068359375,3.217722102999687,0.5854,0.8116333333333333,0.7
0.7790231145918369,0.5062625277787447,11.55605078125,2.711469680070877,0.4016,0.3686,0.4
0.7382132578641176,1.6438646242022514,10.253701171875,3.617187961935997,0.2846,0.9400333333333334,0.211
0.836473610252142,0.5732244811952114,11.4568583984375,2.392016351222992,0.6782,0.0957,0.606
